ID,Title,Price,Brand,Model,Year of Manufacture,Used,Transmission,Color Family,Mileage (in km),Body Type,Version,Description,Poster,Poster Type,Fuel Type,Location.2,Date Posted,name,retail,Post Age
CAR007379,Selling 2nd Hand Mitsubishi Pajero 2004 in Consolacion,490000,Mitsubishi,Pajero,2004,Yes,Automatic,Red,71000,SUV,,"2005 Mitsubishi Pajero Fieldmaster 4x2 AT Price: ₱490,000.00 Automatic transmission 71t kms SUPER HINOG All original All power Central lock Alarm Smooth shifting Leather seats Very cold AC Well maintained In SUPERB Running condition NO Hassles &amp; Good to GO Fresh In &amp; Out 100% NO Flood &amp; Accident history FAST &amp; EASY FINANCING Price:490.000.00 PM or contact: 09995833578 smart 09771407016 globe",Garciano,Individual,Diesel,Consolacion,27/06/2019,MitsubishiPajero,2705000,35
CAR007427,2nd Hand Mitsubishi Pajero 2005 for sale in Mandaue,490000,Mitsubishi,Pajero,2005,Yes,Automatic,Red,71000,SUV,,Automatic transmission 71t kms SUPER HINOG All original All power Central lock Alarm Smooth shifting Leather seats Very cold AC Well maintained In SUPERB Running condition NO Hassles &amp; Good to GO Fresh In &amp; Out 100% NO Flood &amp; Accident history FAST &amp; EASY FINANCING OPEN FOR TRADE IN,Cinco Alas,Individual,Diesel,Mandaue,27/06/2019,MitsubishiPajero,2705000,35
CAR012290,2014 Toyota Corolla Altis for sale in Naga,600000,Toyota,CorollaAltis,2014,Yes,Automatic,White,71000,Saloon / Sedan,,2014 Toyota altis 1.6 V A/T Automatic Push start Mile age: 71k Complete papers Registed All stock/original Good condition 600k still negotiable,Vinz Salvador R senar,Individual,Gasoline,Naga,28/06/2019,ToyotaCorollaAltis,961000,34
CAR004411,2008 Kia Sportage for sale in Mandaue,325000,Kia,Sportage,2008,Yes,Automatic,Silver,72000,SUV,,In Top Most Condition Kia Sportage 2008 Automatic Crdi engine Diesel engine Automatic transmission Very thick tires Very clean in and out Nothing to fix Very cold aircon 72k mileage Leather seats 5 seaters Cebu unit Updated papers All papers are complete No leaks No overheats Tested long drive Very fuel efficient Triptonic +/- With step board Accepts financing Free transfer of ownership Rush Sale Contact me at 09663988188,Arnel,Individual,Diesel,Mandaue,30/06/2019,KiaSportage,1545000,32
CAR007116,2nd Hand Mitsubishi Montero Sport 2013 Manual Diesel for sale in Mandaue,690000,Mitsubishi,MonteroSport,2013,Yes,Manual,Brown,72000,SUV,,"Manual transmission 72t kms First owned Cebu unit All stock All power Touchscreen LCD stereo Bluetooth Cold dual aircon Well maintained In SUPERB Running condition NO Hassles &amp; Good to GO Fresh In &amp; Out 100% NO Flood &amp; Accident history Downpayment: ₱207,000.00 Monthly Ammortization: 1 Year: ₱45,080.00 2 Years: ₱24,955.00 3 Years: ₱18,246.67 FAST &amp; EASY FINANCING OPEN FOR TRADE IN",Cinco Alas,Dealer,Diesel,Mandaue,02/07/2019,MitsubishiMonteroSport,1565000,30
CAR019270,2008 Isuzu Alterra 3.0 4x2 AT,470000,Isuzu,Alterra,2008,Yes,Automatic,Blue,72000,SUV,3.0 4x2,"The 2008 Isuzu Alterra with Automatic transmission is for sale in Cebu. This vehicle runs on Diesel engine and is priced at 470000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",South Side Auto Trading,Dealer,Diesel,Talisay,03/07/2019,IsuzuAlterra,445000,29
CAR004551,Selling Kia Sportage 2008 Automatic Diesel in Cebu City,310000,Kia,Sportage,2008,Yes,Automatic,Silver,72386,SUV,,In Top Most Condition Kia Sportage 2008 A/t Nothing to fix well maintained Updated papers Very thick tires Diesel engine Automatic transmission Rush Sale,Yassi,Individual,Diesel,Cebu City,21/06/2019,KiaSportage,1545000,41
CAR019346,2008 Kia Sportage 2.0 4x2 AT,358000,Kia,Sportage,2008,Yes,Automatic,Brown,72535,SUV,2.0 4x2,"Kia Sportage 2008 Automatic Used for sale. The Kia Sportage runs on Diesel and has a promo price of PHP 358000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.",Cartets Trading &amp; Motor Parts - Michael Fl...,Dealer,Diesel,Cebu,01/02/2019,KiaSportage,1820000,181
CAR004904,2008 Isuzu Alterra Automatic Diesel for sale in Mandaue,350000,Isuzu,Alterra,2008,Yes,Automatic,Black,73000,SUV,,"If ur looking for Quality unit for Family or Business, Low maintenance, fuel saver, and Hassle free SUV, Grab this Now! DownPayment = 350k only 24months = 12,500 only Isuzu Alterra Top of The Line 08 A/T Diesel - All Power Best for Family or Business 73k mileage/odo Previously from casa isuzu maintain Fresh interior(w/3m plastic cover carpet flooring Prestine Condition New Battery 18months waranty (motolite gold) Special 2digit plate number RFS: Bought Brandnew SUV &nbsp;",Paul,Dealer,Diesel,Mandaue,01/07/2019,IsuzuAlterra,1528000,31
CAR011661,2nd Hand Toyota Vios 2011 at 73000 km for sale in Mandaue,320000,Toyota,Vios,2011,Yes,Automatic,Black,73000,Saloon / Sedan,,Toyota Vios 2011 Clean papers Newly registered Good condition Price Negotiable,Neil S,Individual,Gasoline,Mandaue,03/07/2019,ToyotaVios,662000,29
CAR005658,Sell Black 2010 Hyundai Tucson Automatic Gasoline at 73485 km,500000,Hyundai,Tucson,2010,Yes,Automatic,Black,73485,SUV,,Unit in Cebu City City driving 1st owner Automatic Gasoline,Carlo M. Ortiz,Individual,,Cebu City,29/06/2019,HyundaiTucson,1448000,33
CAR003438,Honda City 2007 for sale,235000,Honda,City,2007,Yes,Automatic,Red,74000,Saloon / Sedan,,"Honda has delivered quality for years and this one is no exception. This Honda City 2007 has traveled a total of 74000km and features an Automatic transmission system as well as other great features. Priced at ₱235000, this truly has a fantastic value for money.",Iris,Individual,,Talisay,27/06/2019,HondaCity,828000,35
CAR004242,Selling Kia Rio 2014 Sedan Automatic Gasoline in Mandaue,370000,Kia,Rio,2014,Yes,Automatic,Silver,75000,Saloon / Sedan,,2014 - Kia Rio Sedan Automatic transmission Push Button Top of the line Keyless Entry Fog Lamps Stere ALL POWER: power windows power steering power side mirror power door locks COMPLETE AND CLEAN PAPERS ALL ORIGINAL AND UPDATED (REGISTRATION) VERY NICE AND CLEAN Price: 370K neg.,Jonax Quijada,Individual,Gasoline,Mandaue,11/07/2019,KiaRio,1018000,21
CAR009897,Selling 2nd Hand Suzuki Alto 2014 in Mandaue,220000,Suzuki,Alto,2014,Yes,Manual,Silver,75000,Hatchback / Wagon,,For sale!!! Suzuki Alto std 2014 all manual first owned very economical casa maintained complete papers 75k kms. odometer 220k only. negotiable Call: Sun:09228350069 Globe:09778415780,jun,Dealer,Gasoline,Mandaue,26/06/2019,SuzukiAlto,445000,36
CAR009904,Selling Suzuki Grand Vitara 2005 Automatic Gasoline in Cebu City,360000,Suzuki,GrandVitara,2005,Yes,Automatic,Grey,75000,SUV,,2005 Suzuki Grand Vitara FOR SALE! 75k mileage Well-maintained 5-door model Cold aircon,Karen,Individual,Gasoline,Cebu City,25/06/2019,SuzukiGrandVitara,0,37
CAR010910,White Toyota Wigo 2014 Manual Gasoline for sale,310000,Toyota,Wigo,2014,Yes,Manual,White,75000,Hatchback / Wagon,,This Toyota Wigo 2014 is a steal at just ₱310000. It has km on the clock and comes with a Manual transmission system as well as other great features. !,Iris,Individual,,Talisay,10/07/2019,ToyotaWigo,557000,22
CAR011711,Toyota Fortuner 2012 Automatic Diesel for sale in Mandaue,745000,Toyota,Fortuner,2012,Yes,Automatic,White,75000,SUV,,"Toyota Fortuner G Series 2012 Automatic Transmission 75K mileage Complete papers Nothing to fix Contact me: 09177770024 Selling Price: P 745,000 Neg.",Kram,Individual,Diesel,Mandaue,03/07/2019,ToyotaFortuner,1607000,29
CAR019778,2009 Toyota RAV4 2.4 4x2 AT,550000,Toyota,RAV4,2009,Yes,Automatic,Silver / Grey,75000,SUV,2.4 4x2,"The 2009 Toyota RAV4 with an Automatic transmission is for sale in Philippines. This vehicle runs on Gasoline engine and is priced at 550000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Alba Auto Sales,Dealer,Gasoline,Mandaue,31/05/2019,ToyotaRAV4,1653000,62
CAR000204,Sell 2008 Ford Everest Diesel Automatic in Cebu City,470000,Ford,Everest,2008,Yes,Automatic,,77000,SUV,2.5 A/T,2008 Model Ford Everest 2.5 Diesel Engine Leather Seat Cover Cold A/C Clean Inside and Out No problems whatsoever Updated Registration Complete paper 1st Owner Minimal Scratches and dents,Hans Parel,Individual,Diesel,Cebu City,31/05/2019,FordEverest,1581000,62
CAR006568,2nd Hand Mitsubishi Mirage 2015 at 77000 km for sale,335000,Mitsubishi,Mirage,2015,Yes,Manual,Red,77000,Saloon / Sedan,,2015 Mitsubishi Mirage GLX 77k+++ Mileage Manual Newly changed oil,Jeovanni Alden,Dealer,Gasoline,Naga,11/07/2019,MitsubishiMirage,735000,21
CAR019260,Kia Sorento 2008,300000,Kia,Sorento,2008,Yes,Automatic,Black,77000,SUV,,FOR SALE,CarBud AutoTrading - Teodulfo Parreno III,Dealer,Diesel,Cebu,24/06/2019,KiaSorento,2195000,38
CAR000132,Black 2011 Ford Everest Manual Diesel for sale in Liloan,500000,Ford,Everest,2011,Yes,Manual,,78000,SUV,ALL POWER CEBU PLATE,"RUSH FOR SALE  FORD EVEREST 2011 MT first owned lady owner cebu plate all power, windows steering side mirror lock keyless entry equiped with dual airbags driver and passenger anti theft system with immobilizer/ transponder key original paint , wala masilia bisan gamay no rust no dents no wobble no rattle no blow by very smooth and silent engine 2.5 turbo crdi diesel engine runs 14 to 15km/ liter of diesel fuel original price on receipt 1.7M including interest from bank fully paid and complete documents priced at 500k and still very neg pa loud and nice horn executive look and very spacious ride try to compare and prove to yourself that it is the lowest price you can get happy viewing folks",icecrumble,Individual,Diesel,Liloan,03/07/2019,FordEverest,1581000,29
CAR006037,Selling 2nd Hand Hyundai Grand Starex 2009 in Cebu City,519000,Hyundai,GrandStarex,2009,Yes,Manual,White,78000,Van / Minivan / Minibus,,"For Sale: 2009 Hyundai Grand Starex M/T 2.5 Turbo Diesel First Owner With Sales in-voice Purchase in Hyundai Cebu Casa Maintain Good Running Condition 5 Speed Manual Transmission 2.5 Turbo Diesel Fuel Economy Mileage/Odo 78Tkm All Power Dual Cold Aircon Dual slide Door Alloy Rims Reverse Warning system With Seat Cover Clean inside and Out Complete Legal Papers Update Registration 2020 Ready To Use/Nothing To Fix WE ACCEPT FINANCING PHP519,000 Call Direct Owner:09430009957",Sander,Individual,Diesel,Cebu City,19/06/2019,HyundaiGrandStarex,2060000,43
CAR006292,Hyundai Elantra 2016 for sale,870000,Hyundai,Elantra,2016,Yes,Automatic,Black,78000,Saloon / Sedan,,"This 2016 Hyundai Elantra 1.6 GL is a steal at just ₱870000. It has 78000km on the clock and comes with an Automatic transmission system as well as other great features (interior exterior). Original Price: P1,100,000.00 1 year and 10 months used For faster transaction and better appreciation, please contact. Thank you.",Camelle Caparoso,Individual,,Mandaue,29/04/2019,HyundaiElantra,1065000,94
CAR007161,Selling 2nd Hand Mitsubishi Adventure 2008 in Lapu-Lapu,395000,Mitsubishi,Adventure,2008,Yes,Manual,White,78000,MPV / AUV,,Mitsubishi Adventure Gls Top of line All power Cebu plate 2008 model manual Diesel 4D56 engine 78k mileage 10 sitters Registered until 2020 No issue No blowby No overheat No rust 09432012822 395k negotiable,neil,Individual,Diesel,Lapu-Lapu,30/06/2019,MitsubishiAdventure,0,32
CAR007691,Mitsubishi Adventure 2008 Manual Diesel for sale in Lapu-Lapu,395000,Mitsubishi,Adventure,2008,Yes,Manual,White,78000,MPV / AUV,,Cebu plate 2008 model manual Diesel 4D56 engine 78k mileage 10 sitters Registered until 2020 No issue No blowby No overheat No rust 09432012822 395k negotiable,neil,Dealer,Diesel,Lapu-Lapu,21/06/2019,MitsubishiAdventure,0,41
CAR008144,Mitsubishi Montero Sport 2012 for sale,748000,Mitsubishi,MonteroSport,2012,Yes,Automatic,White,78000,SUV,,Mitsubishi Montero Sport 2012 GLS-V Automatic Used for sale. The Mitsubishi Montero Sport runs on Diesel and has a promo price of PHP 748000.,BMW Dealer Cebu,Dealer,,Cebu City,23/04/2019,MitsubishiMonteroSport,1565000,100
CAR003965,White Honda Hr-V 2015 Automatic Gasoline for sale,848000,Honda,Hr-V,2015,Yes,Automatic,White,78277,SUV,,Honda HR-V 2015 Automatic Used for sale. The Honda HR-V runs on Gasoline and has a promo price of PHP 848000. all power,BMW Dealer Cebu,Dealer,,Cebu City,23/05/2019,HondaHr-V,1295000,70
CAR014138,Toyota Fortuner 2017 for sale,1788000,Toyota,Fortuner,2017,Yes,Automatic,Silver,78438,SUV,,Toyota Fortuner 2017 Automatic Used for sale. The Toyota Fortuner runs on Gasoline and has a promo price of PHP 1788000. . &nbsp;,BMW Dealer Cebu,Dealer,Diesel,Cebu City,06/05/2019,ToyotaFortuner,1607000,87
CAR001403,Used 2006 Toyota Fortuner Automatic Diesel for sale,420000,Toyota,Fortuner,2006,Yes,Automatic,,79000,SUV,v,"Toyota fortuner 2006 automatic diesel All original mileage 79k Fresh in and out tipid sa diesel ice cold a/c Very good running condition tested long drive original paint color black with sun visor leather seat cover  No history of any accident No history of flood mags up grade pang 2015 tires still new 95% good 3m tinted original 2 keys with manual and booklet complete papers original OR/CR, registet Ready for transfer",solojener,Individual,Diesel,Cebu City,22/06/2019,ToyotaFortuner,1607000,40
CAR001404,2nd Hand Toyota Fortuner 2006 for sale in Roxas,400000,Toyota,Fortuner,2006,Yes,Automatic,Black,79000,SUV,,"Toyota fortuner 2006 automatic diesel All original mileage 79k Fresh in and out tipid sa diesel ice cold a/c Very good running condition tested long drive original paint color black with sun visor leather seat cover No history of any accident No history of flood mags up grade pang 2015 tires still new 95% good 3m tinted original 2 keys with manual and booklet complete papers original OR/CR, registet Ready for transfer",solojener,Individual,Diesel,Cebu City,22/06/2019,ToyotaFortuner,1607000,40
CAR004520,White Kia Rio 2010 at 79000 km for sale in Cebu,195000,Kia,Rio,2010,Yes,Manual,White,79000,Saloon / Sedan,,This Kia Rio 2010 is a steal at just ₱195000. It has 79000km on the clock and comes with a Manual transmission system as well as other great features. !,Kathlenekaydy,Individual,,Cebu City,24/06/2019,KiaRio,1018000,38
CAR008647,Selling Nissan X-Trail 2006 Automatic Gasoline in Mandaue,318000,Nissan,X-Trail,2006,Yes,Automatic,Silver,79000,SUV,,Automatic Transmission 79t Kms Airbags Central Lock Power Windows Stereo (Cd/Am/Fm) Tinted Windows Mag Wheels Fabric Interior Very well maintained In SUPERB Running condition NO Hassles &amp; Good to GO Fresh In &amp; Out 100% NO Flood &amp; Accident history FAST &amp; EASY FINANCING OPEN FOR TRADE IN,Cinco Alas,Dealer,Gasoline,Mandaue,24/06/2019,NissanX-Trail,1534000,38
CAR009462,2nd Hand Subaru Forester 2008 Automatic Gasoline for sale in Cebu City,450000,Subaru,Forester,2008,Yes,Automatic,Blue,79000,SUV,,"2008 Subaru Forester 2.5XT Gas A/T 79,000 km Price is Negotiable All power All stock",Kaye,Individual,Gasoline,Cebu City,10/07/2019,SubaruForester,1348000,22
CAR019577,2008 Subaru Forester 2.5 XT 4x4 AT,450000,Subaru,Forester,2008,Yes,Automatic,Green,79000,SUV,2.5 XT 4x4,,Rod814 Rod814,Individual,Gasoline,Cebu,09/07/2019,SubaruForester,1348000,23
CAR006112,Selling Hyundai Santa Fe 2013 Automatic Diesel at 79018 km for sale,830000,Hyundai,SantaFe,2013,Yes,Automatic,Brown,79018,SUV,,"This particular Santa Fe features a 2.2L Diesel engine, paired with a Automatic transmission and has got 79,018 km on the clock. On the inside the vehicle features Leather Upholstery, Power Windows, 4.3"" LCD AM/FM/CD/MP3/AUX/USB and Bluetooth entertainment system and Automatic Climate Control (Dual Zone &amp; Rear Manual. Safety and security features include Driver Airbag, Passenger Airbag, Side Airbags, Curtain Airbags, Alarm, Immobilizer and ABS. Furthermore this vehicle has a plate number ending in 0 with a coding restriction on Friday. The vehicle is available for viewing in Cebu City, Cebu. Please contact me to schedule an appointment.",Joyce Mark Doyola,Individual,Diesel,Cebu City,23/05/2019,HyundaiSantaFe,2158000,70
CAR004091,Honda CR-V 2002 for sale,300000,Honda,Cr-V,2002,Yes,Automatic,Silver,79225,SUV,,"This Honda CR-V 2002 is a fantastic deal at just ₱300000. It comes with an Automatic transmission system and has 79225km on the clock. This is a bargain you can''t afford to miss, so get in touch today.",Exuperancio,Individual,,Cebu City,29/04/2019,HondaCr-V,1668000,94
